Unic Identifier,Database,Gene,Species,TaxID,Last update,Sequence version
UPI0007DDF108,UniProtKB/TrEMBL,CYTB,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF11A,UniProtKB/TrEMBL,ND4L,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF127,UniProtKB/TrEMBL,ND5,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF260,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DDF36B,UniProtKB/TrEMBL,COX3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF3E2,UniProtKB/TrEMBL,COX2,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF5E4,UniProtKB/TrEMBL,COX2,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF634,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DDF644,UniProtKB/TrEMBL,ND6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF7BF,UniProtKB/TrEMBL,ND2,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DDF7CE,UniProtKB/TrEMBL,COX1,Mammuthus exilis,1851653,2023-06-28,1
UPI0007DDF816,UniProtKB/TrEMBL,ND3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF875,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DDF925,UniProtKB/TrEMBL,ND1,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDF975,UniProtKB/TrEMBL,CYTB,Mammuthus jeffersonii,1851652,2023-06-28,1
UPI0007DDFAED,UniProtKB/TrEMBL,COX2,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DDFB37,UniProtKB/TrEMBL,ND3,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DDFBD5,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DDFF10,UniProtKB/TrEMBL,ND6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE006D,UniProtKB/TrEMBL,ND3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE02BE,UniProtKB/TrEMBL,ND3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE037E,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE03CA,UniProtKB/TrEMBL,ATP8,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE05CB,UniProtKB/TrEMBL,ND2,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DE067D,UniProtKB/TrEMBL,ND3,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DE0718,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE07EB,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE088C,UniProtKB/TrEMBL,ND3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE0989,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE0A2C,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE0AE1,UniProtKB/TrEMBL,ND3,Mammuthus jeffersonii,1851652,2023-06-28,1
UPI0007DE0B17,UniProtKB/TrEMBL,COX3,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DE0B40,UniProtKB/TrEMBL,ND1,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE0B90,UniProtKB/TrEMBL,ND4,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE0BC2,UniProtKB/TrEMBL,ATP8,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE0CDA,UniProtKB/TrEMBL,ND5,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE0D62,UniProtKB/TrEMBL,ATP8,Mammuthus exilis,1851653,2023-06-28,1
UPI0007DE0DCE,UniProtKB/TrEMBL,CYTB,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE0DDC,UniProtKB/TrEMBL,ND1,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE0F1A,UniProtKB/TrEMBL,ND6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE0F45,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE0F7D,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE1067,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE11B4,UniProtKB/TrEMBL,ND1,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DE1351,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE1419,UniProtKB/TrEMBL,COX3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1445,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE1457,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE1596,UniProtKB/TrEMBL,CYTB,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE15C1,UniProtKB/TrEMBL,ND5,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE15D9,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE15F3,UniProtKB/TrEMBL,ATP6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE16D0,UniProtKB/TrEMBL,ATP6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1711,UniProtKB/TrEMBL,ND4L,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1733,UniProtKB/TrEMBL,ND3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1843,UniProtKB/TrEMBL,ND2,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE185F,UniProtKB/TrEMBL,ND3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1891,UniProtKB/TrEMBL,ND4,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1911,UniProtKB/TrEMBL,ND4L,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DE196E,UniProtKB/TrEMBL,ND5,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1A10,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE1A4F,UniProtKB/TrEMBL,ATP6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1B5E,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE1B97,UniProtKB/TrEMBL,COX3,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1C3C,UniProtKB/TrEMBL,ND2,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1CFB,UniProtKB/TrEMBL,COX1,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1D2F,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE1DFC,UniProtKB/TrEMBL,ND5,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE1E7B,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE2024,UniProtKB/TrEMBL,CYTB,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE202C,UniProtKB/TrEMBL,CYTB,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DE215A,UniProtKB/TrEMBL,ND5,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE2175,UniProtKB/TrEMBL,ATP6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE239F,UniProtKB/TrEMBL,ND1,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE25BC,UniProtKB/TrEMBL,ND4L,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE26CF,UniProtKB/TrEMBL,ND2,Mammuthus columbi,1027716,2023-06-28,1
UPI0007DE26DF,UniProtKB/TrEMBL,ND4L,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE274F,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE27E4,UniProtKB/TrEMBL,ATP6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE27E8,UniProtKB/TrEMBL,ND2,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE2B8C,UniProtKB/TrEMBL,ATP8,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE2B91,UniProtKB/TrEMBL,ATP8,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE2DCB,UniProtKB/TrEMBL,ND5,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE30AE,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0007DE314D,UniProtKB/TrEMBL,ND6,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE3417,UniProtKB/TrEMBL,ND4,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE34FF,UniProtKB/TrEMBL,ND2,Mammuthus sp.,1851651,2023-06-28,1
UPI0007DE3523,UniProtKB/TrEMBL,CYTB,Mammuthus sp.,1851651,2023-06-28,1
UPI0008028AB9,UniProtKB/TrEMBL,COX3,Mammuthus exilis,1851653,2023-06-28,1
UPI0009021CCA,EPO,,Mammuthus primigenius,37349,2022-06-27,1
UPI000902941D,EPO,,Mammuthus primigenius,37349,2022-06-27,1
UPI0009C1AD30,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1B0BE,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1B239,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1B3B4,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1B3CC,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1B5D6,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1BB09,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1BC13,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1BCB8,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1C58C,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1C684,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1CAA1,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1CB66,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1CFF9,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1D197,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1D1D3,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1D256,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1D9BA,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1DD6E,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1E0C4,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1E72F,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1E736,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1E7E6,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1EB13,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1EC46,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1EEFA,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1F52F,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1F56D,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1FBB6,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1FC0B,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1FD99,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1FE2B,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C1FFE8,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C20091,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C202D7,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C202EC,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C20495,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C205CA,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2070C,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2079F,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C20C07,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C20E4A,UniProtKB/TrEMBL,,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2101B,UniProtKB/TrEMBL,ATP8,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2121D,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C21682,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C219B0,UniProtKB/TrEMBL,ATP8,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C219B3,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C21A37,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C21F99,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C223E7,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C22455,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C22878,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C22B3E,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C22BDB,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C23195,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2334D,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C23351,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C236E5,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C23CB0,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C24001,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C240B0,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2423E,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C24285,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2432D,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C24A84,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C24D05,UniProtKB/TrEMBL,ATP8,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C24F34,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C25019,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C251A6,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C25439,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2546C,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2555E,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C259B3,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C25B70,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C25C09,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C25C12,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C25EA8,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26837,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26975,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26B1E,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26B6F,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26D19,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26F5F,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26F61,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26F72,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C26FA1,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C27244,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C27324,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C27372,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C27441,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C276C0,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C27A59,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C27DCB,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C27E64,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C27E9B,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C280C5,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C28339,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C28492,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C28754,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2876D,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2898D,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C28BB0,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C28DD8,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C28DF9,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C28EC3,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C28F84,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C290CD,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C29412,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2983A,UniProtKB/TrEMBL,ND4L,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C29D1E,UniProtKB/TrEMBL,CYTB,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2A289,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2A324,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2A376,UniProtKB/TrEMBL,ND1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2A427,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2A470,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2AA4C,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2AB56,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2AB8C,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2AB9D,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2AF74,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2B11B,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2B141,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2B2EB,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2B48D,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2B720,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2B916,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2B9CD,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2BA06,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2BDF9,UniProtKB/TrEMBL,COX3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2BE6C,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2BE87,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2BEFF,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2C1DF,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2C1E0,UniProtKB/TrEMBL,ATP6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2C45A,UniProtKB/TrEMBL,COX1,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2C523,UniProtKB/TrEMBL,COX2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2C601,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2C622,UniProtKB/TrEMBL,ND6,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2CB44,UniProtKB/TrEMBL,ND3,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2CBC9,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2CC7F,UniProtKB/TrEMBL,ND4,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2CF7E,UniProtKB/TrEMBL,ND5,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2CF81,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
UPI0009C2D300,UniProtKB/TrEMBL,ND2,Mammuthus primigenius,37349,2023-06-28,1
